id;game_id;score
542;4;56.92
543;4;48.83
544;4;31.95
545;4;34.89
546;4;58.03
547;4;22.69
548;4;27.27
549;4;38.28
550;4;22.94
551;4;38.93
552;4;48.15
553;4;64.17
554;4;64.35
555;4;41.48
556;4;45.98
557;4;77.47
558;4;55.55
559;4;77.1
560;4;86.04
561;4;93.86
562;4;38.07
563;4;69.52
564;4;32.97
565;4;53.85
566;4;35.12
567;4;52.79
568;4;76.62
569;4;55.53
570;4;49.77
571;4;36.83
572;4;42.3
573;4;41.06
574;4;42.55
575;4;73.35
576;4;77.43
577;4;63.08
578;4;72.59
579;4;48.34
580;4;39.36
581;4;31.58
582;4;29.46
583;4;37.88
584;4;60.76
585;4;79.26
586;4;84.12
587;4;67.28
588;4;41.97
589;4;35.16
590;4;34.47
591;4;69.91
592;4;113.6
593;4;44.28
594;4;43.73
595;4;37.29
596;4;66.41
597;4;47.65
598;4;52.34
599;4;35.01
600;4;84.03
601;5;11
602;5;7
603;5;6
604;5;11
605;5;11
606;5;17
607;5;10
608;5;8
609;5;4
610;5;10
611;5;12
612;5;14
613;5;3
614;5;8
615;5;6
616;5;13
617;5;2
618;5;14
619;5;8
620;5;9
621;5;6.1
622;5;12
623;5;8
624;5;11
625;5;5
626;5;11
627;5;14
628;5;8
629;5;5
630;5;13
631;5;17
632;5;6
633;5;7
634;5;7
635;5;11
636;5;9
637;5;9
638;5;9
639;5;7
640;5;12
641;5;11
642;5;1
643;5;13
644;5;5
645;5;7
646;5;13
647;5;5
648;5;12
649;5;13
650;5;4
651;5;11
652;5;12
653;5;7
654;5;9
655;5;5
656;5;6
657;5;11
658;5;13
659;5;11
660;5;16
661;5;13
662;5;1
663;5;9
664;5;11
665;5;5
666;5;7
667;5;13
668;5;10
669;5;13
670;5;10
671;5;13
672;5;1
673;5;6
674;5;16
675;5;7
676;5;7
677;5;13
678;5;11
679;5;15
680;5;11
681;5;14
682;5;10
683;5;9
684;5;13
685;5;4
686;5;7
687;5;11
688;5;11
689;5;11
690;5;8
691;5;6
692;5;12
693;5;11
694;5;3
695;5;8
696;5;12
697;5;11
698;5;3
699;5;13
700;5;8
701;5;15
702;5;9
703;5;11
704;5;2
705;5;12
706;5;9
707;5;14
708;5;9
709;5;8
710;5;8
711;5;7
712;5;8
713;5;6
714;5;6
715;5;10
716;5;13
717;5;10
718;5;11
719;5;4
720;5;12
721;5;6
722;5;4
723;5;11
724;5;6
725;5;10
726;5;18
727;5;10
728;5;8
729;5;11
730;5;10
731;5;8
732;5;12
733;5;15
734;5;6
735;5;7
736;5;12
737;5;14
738;5;4
739;5;6
740;5;8
741;5;6
742;5;16
743;5;6
744;5;3
745;5;7
746;5;11
747;5;10
748;5;9
749;5;8
750;5;5
751;5;8
752;5;8
753;5;4
754;5;11
755;5;8
756;5;13
757;5;11
758;5;2
759;5;5
760;5;1
761;5;2
762;5;8
763;5;6
764;5;12
765;5;5
766;5;9
767;5;5
768;5;11
769;5;5
770;5;3
771;6;8
772;6;5
773;6;9
774;6;6
775;6;9
776;6;5
777;6;10
778;6;9
779;6;7
780;6;8
781;6;8
782;6;10
783;6;7
784;6;8
785;6;9
786;6;8
787;6;6
788;6;11
789;6;9
790;6;7
791;6;7
792;6;6
793;6;10
794;6;2
795;6;7
796;6;9
797;6;3
798;6;7
799;6;9
800;6;9
801;6;6
802;6;9
803;6;10
804;6;9
805;6;10
806;6;7
807;6;5
808;6;9
809;6;8
810;6;3
811;6;7
812;6;7
813;6;8
814;6;12
815;6;10
816;6;11
817;6;9
818;6;9
819;6;8
820;6;7
821;6;9
822;6;11
823;6;6
824;6;8
825;6;9
826;6;3
827;6;6
828;6;9
829;6;10
830;6;8
831;6;8
832;6;9
833;6;8
834;6;10
835;6;5
836;6;6
837;6;5
838;6;7
839;6;11
840;6;6
841;6;8
842;6;10
843;6;6
844;6;6
845;6;5
846;6;9
847;6;10
848;6;7
849;6;11
850;6;7
851;6;8
852;6;9
853;6;5
854;6;5
855;6;7
856;6;7
857;6;8
858;6;11
859;6;11
860;6;12
861;6;4
862;6;8
863;6;11
864;6;7
865;6;10
866;6;2
867;6;9
868;6;1
869;6;11
870;6;10
871;6;7
872;6;13
873;6;9
874;6;7
875;6;13
876;6;9
877;6;4
878;6;8
879;6;1
880;6;8
881;6;4
882;6;9
883;6;10
884;6;9
885;6;7
886;6;8
887;6;13
888;6;8
889;6;9
890;6;12
891;6;7
892;6;11
893;6;4
894;6;8
895;6;2
896;6;9
897;6;12
898;6;9
899;6;7
900;6;7
901;6;4
902;6;2
903;6;9
904;6;11
905;6;6
906;6;11
907;6;9
908;6;10
909;6;8
910;6;7
911;6;4
912;6;10
913;6;9
914;6;7
915;6;8
916;6;8
917;6;4
918;6;4
919;6;10
920;6;15
921;6;7
922;6;7
923;6;10
924;6;6
925;6;8
926;6;14
927;6;4
928;6;8
929;6;7
930;6;8
931;6;9
932;6;12
933;6;2
934;6;3
935;6;8
936;6;6
937;6;7
938;6;10
939;6;5
940;6;8
